cms_certification_num,payer,code,internal_revenue_code,description,inpatient_outpatient,price,code_disambiguator
500064,GROSS CHARGE,NONE,SUPP14442,DRILL BIT 3.2MM,UNSPECIFIED,282.0,NONE
500064,GROSS CHARGE,C1713,SUPP14443,SCREW BONE CORTICAL 5.0MM X 32MM,UNSPECIFIED,812.32,NONE
500064,GROSS CHARGE,C1776,SUPP14445,CONE BODY RESTORATION 27MM +30MM MOD,UNSPECIFIED,11894.14,NONE
500064,GROSS CHARGE,C1776,SUPP14446,COMPONENT FEMORAL PERSONA COCR 9 STANDARD KNEE LEFT,UNSPECIFIED,6188.0,NONE
500064,GROSS CHARGE,C1776,SUPP14447,INSERT ARTICULAR 8-11 C-D 16MM KNEE LEFT CR PERSONA VIVACITE,UNSPECIFIED,3834.0,NONE
500064,GROSS CHARGE,NONE,SUPP14451,ELECTRODE VAPR SHORT 2.3MM HAND CONTROL,UNSPECIFIED,1573.01,NONE
500064,GROSS CHARGE,NONE,SUPP14452,ELECTRODE VAPR SHORT WEDGE 2.3MM HAND CONTROL,UNSPECIFIED,1573.01,NONE
500064,GROSS CHARGE,NONE,SUPP14453,ELECTRODE VAPR HAND CONTROL,UNSPECIFIED,1748.33,NONE
500064,GROSS CHARGE,C1768,SUPP14454,GRAFT HEMASHIELD GOLD 8MM 40CM KNIT,UNSPECIFIED,2773.26,NONE
500064,GROSS CHARGE,C1789,SUPP14456,TISSUE EXPAND DERMASPAN 600-720CC FULL HGT,UNSPECIFIED,3985.8,NONE
500064,GROSS CHARGE,NONE,SUPP14457,BLADE SAW 90MMX25MMX1.37MM THK.054IN SAGITTAL,UNSPECIFIED,256.53,NONE
500064,GROSS CHARGE,C1776,SUPP14458,SURF ARTICULAR PERSONA PLSTC 12MM 6-9 EF LEFT,UNSPECIFIED,2982.0,NONE
500064,GROSS CHARGE,C1776,SUPP14459,AUGMENT FEMORAL PERSONA 11 11+ H10 MM KNEE DISTAL STERILE LF,UNSPECIFIED,3748.8,NONE
500064,GROSS CHARGE,C1776,SUPP14460,AUGMENT FEMORAL PERSONA 11 11+ H5 MM KNEE POSTERIOR STERILE LF,UNSPECIFIED,3748.8,NONE
500064,GROSS CHARGE,C1776,SUPP14461,AUGMENT FEMORAL PERSONA 11 11+ H5 MM KNEE DISTAL STERILE LF,UNSPECIFIED,3748.8,NONE
500064,GROSS CHARGE,C1776,SUPP14462,COMPONENT TIBIAL PERSONA NONPOROUS G KNEE RIGHT REVISION FIXATION STERILE LF,UNSPECIFIED,7425.6,NONE
500064,GROSS CHARGE,C1776,SUPP14463,COMPONENT FEMORAL PERSONA 11 STD RT CEMENT CR CONSTR,UNSPECIFIED,19038.0,NONE
500064,GROSS CHARGE,C1776,SUPP14464,STEM TIBIAL PERSONA STRAIGHT L135+ MM OD13 MM KNEE REVISION SPLINE STERILE LF,UNSPECIFIED,5023.2,NONE
500064,GROSS CHARGE,C1713,SUPP14465,PLATE FOOT ANKLE COMPRESSION 7H 37MM,UNSPECIFIED,551.33,NONE
500064,GROSS CHARGE,C1776,SUPP14467,SURFACE ARTICULAR PERSONA 10MM 6-9 GH/PS RT,UNSPECIFIED,2982.0,NONE
500064,GROSS CHARGE,C1776,SUPP14468,AUGMENT FEMORAL KNEE RT LEGION CONE 26MM,UNSPECIFIED,14560.0,NONE
500064,GROSS CHARGE,C1713,SUPP14469,KIT REPAIR ACUTE AC,UNSPECIFIED,4095.0,NONE
500064,GROSS CHARGE,C1713,SUPP14470,SCREW PERIARTICULAR LOCKING CONICAL 2.4MMX26MM,UNSPECIFIED,326.85,NONE
500064,GROSS CHARGE,C1713,SUPP14471,SCREW PERIARTICULAR LOCKING CONICAL 2.4MMX28MM,UNSPECIFIED,326.85,NONE
500064,GROSS CHARGE,NONE,SUPP14472,DRILL ACUTRAK 2 MICRO,UNSPECIFIED,1017.83,NONE
500064,GROSS CHARGE,NONE,SUPP14473,DRILL BIT MINI,UNSPECIFIED,1017.83,NONE
500064,GROSS CHARGE,C1713,SUPP14474,SCREW VARIABLE SELF-TAPPING HELIX-T ACP 4.5 X 13MM,UNSPECIFIED,852.25,NONE
500064,GROSS CHARGE,C1751,SUPP14476,CENTRAL LINE CATHETER BLUE FLEXTIP 7FR 20CM 2.5IN 2LUM,UNSPECIFIED,228.98,NONE
500064,GROSS CHARGE,C1751,SUPP14477,CENTRAL LINE CATHETER MAC 9FR 6.35CM 36INX24IN 2LUM,UNSPECIFIED,393.41,NONE
500064,GROSS CHARGE,NONE,SUPP14478,SUTURE NYLON 12-0 TAPERED,UNSPECIFIED,275.81,NONE
500064,GROSS CHARGE,NONE,SUPP14479,TEMPLATE BENDING 2/2.5MM 32H RECON LOCK PLATE,UNSPECIFIED,264.83,NONE
500064,GROSS CHARGE,C1776,SUPP14480,CONE BODY RESTORATION 25MM +20MM MOD,UNSPECIFIED,11894.14,NONE
500064,GROSS CHARGE,C1776,SUPP14481,STEM FEMORAL RESTORATION 12MM 155MM CONICAL,UNSPECIFIED,8521.9,NONE
500064,GROSS CHARGE,C1894,SUPP14482,SHEATH INTRODUCER SAFESHEATH II 6FR 23CM 3WAY STOPCOCK .038IN,UNSPECIFIED,253.12,NONE
500064,GROSS CHARGE,C1821,SUPP14483,CAGE SPINAL 14X34X24MM BRIGADE 12D TI NONSTERILE LF,UNSPECIFIED,18370.0,NONE
500064,GROSS CHARGE,C1713,SUPP14484,SCREW CORTEX TI 3.5MM 3.5MM / L44MM,UNSPECIFIED,191.87,NONE
500064,GROSS CHARGE,NONE,SUPP14485,RETRACTOR KII FIOS ALEXIS 2.5-6CM FIRST ENTRY,UNSPECIFIED,1217.5,NONE
500064,GROSS CHARGE,C1776,SUPP14488,WEDGE TIBIAL LEGION 1-2 H5 MM KNEE RIGHT MEDIAL LEFT LATERAL HEMI STEP,UNSPECIFIED,4935.84,NONE
500064,GROSS CHARGE,C1776,SUPP14489,WEDGE TIBIAL LEGION 1-2 H5 MM KNEE LEFT MEDIAL RIGHT LATERAL HEMI STEP,UNSPECIFIED,4935.84,NONE
500064,GROSS CHARGE,C1776,SUPP14490,WEDGE FEMORAL LEGION 3 5D 5P L KNEE SCREW,UNSPECIFIED,6406.4,NONE
500064,GROSS CHARGE,C1776,SUPP14491,WEDGE FEMORAL LEGION 3 L 15D X 5P KNEE SCREW,UNSPECIFIED,6406.4,NONE
500064,GROSS CHARGE,NONE,SUPP14497,BLADE SHAVER SINUS XPS TRICUT 4MM 360D 11CM M4ROTATE,UNSPECIFIED,1045.59,NONE
500064,GROSS CHARGE,C1713,SUPP14498,SCREW SPINE 4MM 14MM PLY,UNSPECIFIED,2662.5,NONE
500064,GROSS CHARGE,NONE,SUPP14499,TUBE VENTILATION 8.3MM 1.65MM HOFFMAN EAR TI HA,UNSPECIFIED,1241.85,NONE
500064,GROSS CHARGE,NONE,SUPP14500,KIT LAPARO LIGATOR 32CM 8MM FALOPE-RING FALLOPIAN,UNSPECIFIED,1491.44,NONE
500064,GROSS CHARGE,C1713,SUPP14501,KIT ARTHRO FIX AUTOCUFF 3.2MM KNOTLESS,UNSPECIFIED,2598.6,NONE
500064,GROSS CHARGE,C1713,SUPP14502,MAGNUM PI PLUS IMPLANT WHITE SUTURE,UNSPECIFIED,2598.6,NONE
500064,GROSS CHARGE,C1713,SUPP14503,FIX DEVICE TIBIAL ACCEPT 1.5MM GUIDEWIRE TUNNELOC TAPER 11MM PRELOAD,UNSPECIFIED,2236.5,NONE
500064,GROSS CHARGE,C1713,SUPP14505,TISSUE FILLER PRO OSTEON 500 5ML 1-4MM CORALLINE HA,UNSPECIFIED,1845.73,NONE
500064,GROSS CHARGE,C1713,SUPP14506,WASHER ORTHO TI 18MM EXTEND SPIKE,UNSPECIFIED,2313.18,NONE
500064,GROSS CHARGE,NONE,SUPP14507,TAP SURG 4 3/8IN,UNSPECIFIED,447.67,NONE
500064,GROSS CHARGE,C1713,SUPP14508,SCREW 7.0MM CANNULATED 32MM THREAD 80MM,UNSPECIFIED,924.08,NONE
500064,GROSS CHARGE,C1713,SUPP14509,TISSUE GRAFT BONE LEFT DISTAL TIBIAL,UNSPECIFIED,22021.56,NONE
500064,GROSS CHARGE,C1713,SUPP14510,NAIL INTRAMEDULLARY AFFIXUS 130D SHORT 13MM 180MM HIP FEMUR,UNSPECIFIED,4550.0,NONE
500064,GROSS CHARGE,C1713,SUPP14511,SCREW BONE AFFIXUS LAG 10.5MM 130MM SELF-TAP,UNSPECIFIED,2288.9,NONE
500064,GROSS CHARGE,C1713,SUPP14512,SCREW BONE AFFIXUS ANTI-ROTATION 105MM SELF-TAP,UNSPECIFIED,1136.66,NONE
500064,GROSS CHARGE,C1776,SUPP14513,COMPONENT FEMORAL PERSONA COCR 7 STANDARD KNEE RIGHT CRUCIATE RETAIN CEMENTED,UNSPECIFIED,6188.0,NONE
500064,GROSS CHARGE,C1776,SUPP14514,SHELL ACETABULAR SIZE D DIA 50MM 9 HOLE HIP TRITANIUM  TRIDENT II,UNSPECIFIED,9253.61,NONE
500064,GROSS CHARGE,C1821,SUPP14517,CAGE SPINAL EIT 8 D L26 MM X W9 MM X H12 MM,UNSPECIFIED,10738.0,NONE
500064,GROSS CHARGE,C1776,SUPP14518,WEDGE FEMORAL LEGION KNEE 4 15MM SCREW,UNSPECIFIED,4375.28,NONE
500064,GROSS CHARGE,C1776,SUPP14519,AUGMENT FEMORAL KNEE LT LEGION CONE 20MM,UNSPECIFIED,14560.0,NONE
500064,GROSS CHARGE,C1713,SUPP14520,SCREW CANNULATED F/T 4.50 X 36MM,UNSPECIFIED,657.11,NONE
500064,GROSS CHARGE,C1713,SUPP14521,SCREW CANNULATED F/T 4.50 X 44MM,UNSPECIFIED,657.11,NONE
500064,GROSS CHARGE,C1713,SUPP14522,SCREW CANNULATED F/T 4.50 X 48MM,UNSPECIFIED,657.11,NONE
500064,GROSS CHARGE,NONE,SUPP14523,DRILL BIT 3.2MM CANNULATED,UNSPECIFIED,1418.34,NONE
500064,GROSS CHARGE,C1713,SUPP14524,KIT IMPLANT BME ELITE 18MM X 18MM 2-LEG BRIDGE 10.4MM CLOSE COMPR,UNSPECIFIED,6103.33,NONE
500064,GROSS CHARGE,C1713,SUPP14525,SCREW 3.5MM CANNULATED F/T 42MM,UNSPECIFIED,723.2,NONE
500064,GROSS CHARGE,C1776,SUPP14526,COMPONENT FEMORAL TRIATHLON TS SZ3 RT,UNSPECIFIED,18101.94,NONE
500064,GROSS CHARGE,C1776,SUPP14527,AUGMENT FEMORAL TRIATHLON 3 H5 MM RIGHT DISTAL,UNSPECIFIED,3642.3,NONE
500064,GROSS CHARGE,C1776,SUPP14528,AUGMENT FEMORAL TRIATHLON 3 H5 MM KNEE POSTERIOR,UNSPECIFIED,3828.46,NONE
500064,GROSS CHARGE,C1776,SUPP14529,STEM TRIATHLON 17MM 100MM FLUTE PRESS FIT,UNSPECIFIED,4058.33,NONE
500064,GROSS CHARGE,NONE,SUPP14530,RELOAD STAPLER TRI-STAPLE 2.0 PURPL,UNSPECIFIED,1792.26,NONE
500064,GROSS CHARGE,NONE,SUPP14531,KIT NEUROSTIMULATOR INTERSTIM 3.5IN LEAD INTRODUCER NEEDLE,UNSPECIFIED,1363.6,NONE
500064,GROSS CHARGE,NONE,SUPP14532,OMF TWIST DRILL 1.0 MM DIA.,UNSPECIFIED,442.64,NONE
500064,GROSS CHARGE,C1776,SUPP14533,LINER ACETABULAR G7 LONGEVITY H 40MM HIP LUMEN STERILE LATEX FREE,UNSPECIFIED,2982.0,NONE
500064,GROSS CHARGE,C1713,SUPP14534,TISSUE GRAFT BONE DEMINERALIZED BONE MATRIX 3CC,UNSPECIFIED,2262.4,NONE
500064,GROSS CHARGE,L8690,SUPP14535,IMPLANT COCHLEAR DERMALOCK BA400 4MM 10MM 2STAGE,UNSPECIFIED,7010.64,NONE
500064,GROSS CHARGE,L8690,SUPP14536,IMPLANT COCHLEAR DERMALOCK BA400 4MM 12MM 2STAGE,UNSPECIFIED,7010.64,NONE
500064,GROSS CHARGE,NONE,SUPP14537,CONNECT ENDOSCOPE 2WAY STOPCOCK LL TUBE STERILE,UNSPECIFIED,651.12,NONE
500064,GROSS CHARGE,C1713,SUPP14538,SCREW BRIGADE PLATE 5.5 X 25MM,UNSPECIFIED,1948.0,NONE
500064,GROSS CHARGE,C1771,SUPP14539,SYSTEM (EVAL) URETHRAL SUPPORT DESARA ONE 1 INCISION,UNSPECIFIED,4364.36,NONE
500064,GROSS CHARGE,C1713,SUPP14541,SCREW 1.7MM 8MM SELF TAP,UNSPECIFIED,206.65,NONE
500064,GROSS CHARGE,C1713,SUPP14563,PLATE LEIBINGER UNIV 2 ORTHOGNATHIC RT 11H .9MM 4MM,UNSPECIFIED,1390.48,NONE
500064,GROSS CHARGE,C1713,SUPP14564,PLATE FOOT ANKLE SS T 32MM X 2.7MM,UNSPECIFIED,223.46,NONE
500064,GROSS CHARGE,NONE,SUPP14567,PIN ATTUNE THREAD,UNSPECIFIED,2069.75,NONE
500064,GROSS CHARGE,C1729,SUPP14571,CATHETER DRAIN THOR 36FR 23IN PVC,UNSPECIFIED,20.36,NONE
500064,GROSS CHARGE,C1729,SUPP14572,CATHETER DRAIN THOR 28FR 23IN RT ANGLE PVC,UNSPECIFIED,32.77,NONE
500064,GROSS CHARGE,C1729,SUPP14573,CATHETER DRAIN THOR 32FR 23IN RT ANGLE PVC,UNSPECIFIED,32.77,NONE
500064,GROSS CHARGE,C1776,SUPP14574,LINER ACETABULAR G7 LONGEVITY 10D SIZE F 36MM,UNSPECIFIED,2982.0,NONE
500064,GROSS CHARGE,C1776,SUPP14575,INSERT ARTICULAR 6-7 EF 16MM KNEE RT CRUCIATE VIVACITE-E PERSONA,UNSPECIFIED,3834.0,NONE
500064,GROSS CHARGE,C1713,SUPP14576,SCREW AFFIXUS 3.5MM 44MM 5MM FEMORAL CORTICAL DISTAL HEX STERILE,UNSPECIFIED,812.32,NONE
500064,GROSS CHARGE,C1776,SUPP14577,STEM FEMORAL AVENIR COMPLETE SZ 0,UNSPECIFIED,7644.0,NONE
500064,GROSS CHARGE,C1713,SUPP14578,NAIL INTRAMEDULLARY AFFIXUS RIGHT 11MM X 180MM SHORT,UNSPECIFIED,4550.0,NONE
500064,GROSS CHARGE,C1821,SUPP14580,CAGE COROENT 45MMX18MMX8MM 10D XL PEEK,UNSPECIFIED,17400.06,NONE
500064,GROSS CHARGE,C1751,SUPP14582,CATHETER IV BD INSYTE 24GA .75IN BLOOD CONTROL,UNSPECIFIED,8.63,NONE
500064,GROSS CHARGE,C1751,SUPP14583,CATHETER IV BD INSYTE 22GA 1IN BLOOD CONTROL,UNSPECIFIED,8.63,NONE
500064,GROSS CHARGE,C1729,SUPP14584,CATHETER NEPHROSTOMY MALECOT 20FR 4WING,UNSPECIFIED,137.84,NONE
500064,GROSS CHARGE,C1729,SUPP14585,CATHETER NEPHROSTOMY MALECOT 22FR 4WING,UNSPECIFIED,137.84,NONE
500064,GROSS CHARGE,C1729,SUPP14586,CATHETER NEPHROSTOMY MALECOT 24FR 4WING,UNSPECIFIED,137.84,NONE
500064,GROSS CHARGE,C1713,SUPP14587,FIX DEVICE LAPARO HERNIA REPAIR ABSORBATACK 5MM 30TACK,UNSPECIFIED,1935.83,NONE
500064,GROSS CHARGE,C1728,SUPP14588,BRACHYTHERAPY SAVI PREP,UNSPECIFIED,949.65,NONE
500064,GROSS CHARGE,NONE,SUPP14589,CATHETER URETHRAL PEZZER 14FR MUSHROOM TIP,UNSPECIFIED,56.4,NONE
500064,GROSS CHARGE,C1729,SUPP14590,KIT VENTRICULOSTOMY 10IN 90D ANGLE RT ANTER 5 PC,UNSPECIFIED,475.34,NONE
500064,GROSS CHARGE,NONE,SUPP14591,SET INTUBATION 11.4CM 1.32MM .86MM STENTUBE THK22,UNSPECIFIED,74.73,NONE
500064,GROSS CHARGE,L8000,SUPP14592,BRA 2XL FRONT CLOSURE JP DRAIN BULB RIBBON LOOP,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,L8000,SUPP14593,BRA MED POST SURG ELIZABETH PINK SURG BRA,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,L8000,SUPP14594,BRA SM FRONT CLOSURE JP DRAIN BULB RIBBON LOOP ADJ,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,L8000,SUPP14595,BRA XL FRONT CLOSURE JP DRAIN BULB RIBBON LOOP ADJ,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,L8000,SUPP14596,BRA POST SURGICAL ELIZABETH PINK FRONT CLOSURE 5XL,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,L8000,SUPP14597,BRA POST SURGICAL ELIZABETH PINK FRONT CLOSURE 6XL,UNSPECIFIED,201.63,NONE
500064,GROSS CHARGE,C1713,SUPP14598,PLATE BONE NCB TITANIUM ALUMINUM VANADIUM L285 MM FEMUR RIGHT DISTAL 13 HOLE,UNSPECIFIED,4108.1,NONE
500064,GROSS CHARGE,C1713,SUPP14599,SCREW FEMUR NCB 3.5MM X 50MM,UNSPECIFIED,342.04,NONE
500064,GROSS CHARGE,C1776,SUPP14600,COMPONENT FEMORAL PERSONA COCR 9 STANDARD KNEE RIGHT CRUCIATE RETAIN CEMENTED,UNSPECIFIED,6188.0,NONE
500064,GROSS CHARGE,C1776,SUPP14601,INSERT ARTICULAR PERSONA VIVACIT-E 8-11 E-F H12 MM KNEE RIGHT,UNSPECIFIED,3834.0,NONE
500064,GROSS CHARGE,NONE,SUPP14602,TREPHINE OPTH 8.75MM BARRON,UNSPECIFIED,392.34,NONE
500064,GROSS CHARGE,C1713,SUPP14603,PLATE PROXIMAL DORSAL ULNA  4 HOLE RIGHT,UNSPECIFIED,2646.74,NONE
500064,GROSS CHARGE,NONE,SUPP14604,FIBER LASER MOSES 80HZ 60W 2J 200 UM D/F/L LITHOTRIPSY,UNSPECIFIED,4017.05,NONE
500064,GROSS CHARGE,C1769,SUPP14605,GUIDEWIRE SOLO PLUS .035IN 150CM ANGLE HYDROPHILIC,UNSPECIFIED,278.62,NONE
500064,GROSS CHARGE,C1769,SUPP14606,GUIDEWIRE SOLO PLUS .035IN 150CM STRT STIFF,UNSPECIFIED,278.62,NONE
500064,GROSS CHARGE,NONE,SUPP14607,GUIDEWIRE ARTHRO 1.1MM TROCAR TIP,UNSPECIFIED,759.72,NONE
500064,GROSS CHARGE,NONE,SUPP14608,GUIDEWIRE 1.6MM,UNSPECIFIED,501.61,NONE
500064,GROSS CHARGE,C1769,SUPP14609,GUIDEWIRE E-Z GLIDER .035IN 150CM ANGLE FLEX,UNSPECIFIED,340.38,NONE
500064,GROSS CHARGE,L8000,SUPP14610,BRA POST SURGICAL ELIZABETH PINK FRONT CLOSURE 7XL,UNSPECIFIED,178.62,NONE
500064,GROSS CHARGE,NONE,SUPP14611,FIBER LASER FLEXIVA ID FLEXSHIELD 200 UM HIGH POWER NONTAPER GUIDE CONNECTOR,UNSPECIFIED,2381.78,NONE
500064,GROSS CHARGE,C1713,SUPP14613,TISSUE GRAFT BONE SYMALIGN WEDGE L20 MM X W20 MM X H8 MM ALLOGRAFT EVANS,UNSPECIFIED,8444.8,NONE
500064,GROSS CHARGE,NONE,SUPP14616,DRESSING VAC VERAFLO CLEANSE CHOICE 7.1INX4.9IN MED 3LAYER,UNSPECIFIED,672.06,NONE
500064,GROSS CHARGE,NONE,SUPP14617,GUIDEWIRE 3.2MM 400MM THREAD,UNSPECIFIED,335.9,NONE
500064,GROSS CHARGE,NONE,SUPP14618,GUIDEWIRE 3MM 1000MM BALL TIP,UNSPECIFIED,835.69,NONE
500064,GROSS CHARGE,NONE,SUPP14619,GUIDEWIRE VERSANAIL 3MM 100CM BALL NOSE,UNSPECIFIED,555.47,NONE
500064,GROSS CHARGE,NONE,SUPP14620,GUIDEWIRE 2.4MM 100CM,UNSPECIFIED,509.3,NONE
500064,GROSS CHARGE,NONE,SUPP14621,GUIDEWIRE 3.2MM 290MM,UNSPECIFIED,330.32,NONE
500064,GROSS CHARGE,NONE,SUPP14622,GUIDEWIRE VIPER 2 1.45MM THREAD BLUNT,UNSPECIFIED,282.0,NONE
500064,GROSS CHARGE,NONE,SUPP14624,GUIDEWIRE VERSANAIL 2MM 700MM MOD,UNSPECIFIED,1073.1,NONE
500064,GROSS CHARGE,NONE,SUPP14625,GUIDEWIRE VERSA-FX II 3.2MM 230MM CALIBRATE,UNSPECIFIED,493.82,NONE
500064,GROSS CHARGE,NONE,SUPP14635,GUIDEWIRE 2.6MM 80CM BEAD TIP,UNSPECIFIED,441.38,NONE
500064,GROSS CHARGE,NONE,SUPP14636,GUIDEWIRE 3MM 98CM BEAD TIP,UNSPECIFIED,430.28,NONE
500064,GROSS CHARGE,NONE,SUPP14637,GUIDEWIRE VERSANAIL 2.2MM 28IN,UNSPECIFIED,555.46,NONE
500064,GROSS CHARGE,C1769,SUPP14638,GUIDEWIRE J .035IN 150CM 3MM,UNSPECIFIED,193.23,NONE
500064,GROSS CHARGE,C1769,SUPP14639,GUIDEWIRE GLIDEWIRE STRT .35IN 150CM 3CM,UNSPECIFIED,246.23,NONE
500064,GROSS CHARGE,C1769,SUPP14640,GUIDEWIRE AMPLATZ SUPER STIFF STRT .035IN 145CM 7CM,UNSPECIFIED,271.7,NONE
500064,GROSS CHARGE,C1769,SUPP14641,GUIDEWIRE HYBRID ULTRATRACK ANGLED .035 X 150CM,UNSPECIFIED,223.85,NONE
500064,GROSS CHARGE,C1769,SUPP14642,GUIDEWIRE MOTION STRT .035IN 150CM 3CM,UNSPECIFIED,270.72,NONE
500064,GROSS CHARGE,C1769,SUPP14643,GUIDEWIRE E-Z GLIDER STRT .035IN 150CM 3CM,UNSPECIFIED,340.38,NONE
500064,GROSS CHARGE,C1769,SUPP14644,GUIDEWIRE ROADRUNNER PC NIMBLE .035IN 145CM ANGLE SHORT,UNSPECIFIED,150.93,NONE
500064,GROSS CHARGE,C1769,SUPP14645,GUIDEWIRE ARROW ARROW ADVANCER .035IN 26 3/4IN J STRT,UNSPECIFIED,58.43,NONE
500064,GROSS CHARGE,C1769,SUPP14646,GUIDEWIRE HIWIRE .035IN 150CM ANGLE FLEX TIP,UNSPECIFIED,167.73,NONE
500064,GROSS CHARGE,C1776,SUPP14649,COMPONENT FEMORAL PERSONA COCR 9+ KNEE CONDYLAR CEMENT CONSTRAIN STERILE LF,UNSPECIFIED,20374.0,NONE
500064,GROSS CHARGE,C1776,SUPP14652,STEM TIBIAL PERSONA STRAIGHT L135+ MM OD12 MM KNEE REVISION SPLINE STERILE LF,UNSPECIFIED,5023.2,NONE
500064,GROSS CHARGE,C1713,SUPP14656,SCREW 4MM 35MM CANNULA,UNSPECIFIED,730.5,NONE
500064,GROSS CHARGE,C1713,SUPP14658,SCREW CORTEX 3.5MM 28MM LP,UNSPECIFIED,197.4,NONE
500064,GROSS CHARGE,C1713,SUPP14659,SCREW CORTEX 3.5MM 40MM LP,UNSPECIFIED,197.4,NONE
500064,GROSS CHARGE,NONE,SUPP14660,STAPLER INTERNAL EEA MEDIUM THICK OD28 MM CELLULAR STERILE LF DISPOSABLE,UNSPECIFIED,1465.48,NONE
500064,GROSS CHARGE,NONE,SUPP14661,BLADE CHISEL OFFSET 10MM X 27MM X 1MM O15 S,UNSPECIFIED,1012.96,NONE
500064,GROSS CHARGE,NONE,SUPP14662,BLADE CHISEL STRAIGHT 10MM X 50MM X 1MM S,UNSPECIFIED,839.59,NONE
500064,GROSS CHARGE,NONE,SUPP14663,BLADE CHISEL RADIAL 13MM X 120MM X 1MM 18 OD S,UNSPECIFIED,1289.58,NONE
500064,GROSS CHARGE,C1776,SUPP14664,WEDGE FEMORAL LEGION 8 H5 MM KNEE SCREW,UNSPECIFIED,4375.28,NONE
500064,GROSS CHARGE,C1776,SUPP14665,WEDGE FEMORAL LEGION 8 L 5D X 5P KNEE SCREW,UNSPECIFIED,6406.4,NONE
500064,GROSS CHARGE,C1776,SUPP14666,BEARING TIBIAL VANGUARD E1 L71/75 MM X H12 MM KNEE POSTERIOR STABILIZE PLUS,UNSPECIFIED,3834.0,NONE
500064,GROSS CHARGE,C1789,SUPP14667,IMPLANT BREAST 605CC MOD+ PROFILE SMOOTH MEMORYGEL,UNSPECIFIED,3578.4,NONE
500064,GROSS CHARGE,C1776,SUPP14668,COMPONENT FEMORAL LEGION 8 LEFT,UNSPECIFIED,21349.28,NONE
500064,GROSS CHARGE,C1776,SUPP14669,GENESIS ARTICULAR 7-8 18MM,UNSPECIFIED,7396.48,NONE
500064,GROSS CHARGE,C1776,SUPP14671,PERSONA ARTICULAR 6-7 C-D 10MM,UNSPECIFIED,3834.0,NONE
500064,GROSS CHARGE,C1776,SUPP14672,COMPONENT FEMORAL PERSONA 6 STD LFT,UNSPECIFIED,6188.0,NONE
500064,GROSS CHARGE,C1725,SUPP14674,BALLOON ATB 8MM 4CM 40CM,UNSPECIFIED,1921.22,NONE
500064,GROSS CHARGE,C1726,SUPP14675,BALLOON UROFORCE 6FR 4MM 4CM 2LUM,UNSPECIFIED,833.94,NONE
500064,GROSS CHARGE,C1726,SUPP14676,BALLOON UROFORCE 6FR 5MM 4CM 2LUM,UNSPECIFIED,833.94,NONE
500064,GROSS CHARGE,C1765,SUPP14680,BARRIER ADH 4X3IN ABSORB CONTROL BEYOND CLOSURE,UNSPECIFIED,1752.79,NONE
500064,GROSS CHARGE,C1765,SUPP14681,BARRIER ADH 5X3IN BIORESORBABLE MEMBRANE SEPRAFILM SODIUM HYALURONATE,UNSPECIFIED,490.41,NONE
500064,GROSS CHARGE,C1776,SUPP14682,BASEPLATE GLENOID 30MM 6.5MM RSP SHOULDER HA,UNSPECIFIED,4260.0,NONE
500064,GROSS CHARGE,NONE,SUPP14683,BUTTON CABLE BLUE 2.5MM FEMUR TI AL VANADIUM,UNSPECIFIED,712.97,NONE
500064,GROSS CHARGE,NONE,SUPP14685,BUTTON GASTROSTOMY ENDOVIVE 24FR 2.4CM,UNSPECIFIED,827.9,NONE
500064,GROSS CHARGE,C1821,SUPP14686,CAGE 50MM 12MM RND TI,UNSPECIFIED,12279.61,NONE
500064,GROSS CHARGE,C1821,SUPP14687,CAGE BENGAL 14MMX22MM D12MM STD CFRP,UNSPECIFIED,10920.0,NONE
500064,GROSS CHARGE,C1821,SUPP14688,CAGE CONCORDE 23MMX9MMX13MM 5D BULLET NOSE CFRP,UNSPECIFIED,9100.0,NONE
500064,GROSS CHARGE,C1821,SUPP14689,CAGE CONCORDE 23MMX9MMX13MM PARALLEL BULLET NOSE CFRP,UNSPECIFIED,9100.0,NONE
500064,GROSS CHARGE,C1821,SUPP14690,CAGE CONCORDE 27MMX9MMX12MM 5D BULLET NOSE CFRP,UNSPECIFIED,9100.0,NONE
500064,GROSS CHARGE,C1821,SUPP14691,CAGE CONCORDE 27MMX9MMX13MM 5D BULLET NOSE CFRP,UNSPECIFIED,9100.0,NONE
500064,GROSS CHARGE,C1821,SUPP14692,CAGE CONCORDE 27MMX9MMX8MM PARALLEL BULLET NOSE CFRP,UNSPECIFIED,9100.0,NONE
500064,GROSS CHARGE,C1821,SUPP14693,CAGE COROENT 25MMX10MMX10MM 4D OBLIQUE PEEK,UNSPECIFIED,9828.0,NONE
500064,GROSS CHARGE,C1821,SUPP14694,CAGE COROENT 25MMX10MMX10MM 5D LG OBLIQUE PEEK,UNSPECIFIED,14931.28,NONE
500064,GROSS CHARGE,C1821,SUPP14695,CAGE COROENT 25MMX10MMX8MM 5D LG OBLIQUE PEEK,UNSPECIFIED,14931.28,NONE
500064,GROSS CHARGE,C1821,SUPP14696,CAGE COROENT 25MMX11MMX10MM 8D LG CONTOUR PEEK,UNSPECIFIED,13603.92,NONE
