LAST UPDATED: 6/10/2021,Code Type,Code,Category,Description,Charges,Self-Pay Rate
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NARROW 4.5X199MM 10HL,915.9,686.93
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NARROW 4.5X199MM 11HL,915.9,686.93
,CPTHCPCS,C1713,SURGICAL SERVICES,WIRE KIRSCHNER .062 X 9IN THR,690.5,517.88
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BONE AIRVANCE,12462,9346.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT SLF TAP 3.5X34MM,137.2,102.9
,CPTHCPCS,C1713,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.440,24026.8,18020.1
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 7.0MM X 65MM SS,1382.8,1037.1
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI 8HL REG TI,385,288.75
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI L-SHAPE RT 2MM 2HL,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 100 DEG 40X6MM,3384.4,2538.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 38MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 46MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 48MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 50MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DIST TIBIAL 3.5MM 4HL LFT,4612.5,3459.38
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DIST TIBIAL 3.5MM 3HL RT,4612.5,3459.38
,CPTHCPCS,C1713,SURGICAL SERVICES,STAPLE FUSEFORCE 12 X 12MM,3926.3,2944.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 4.5X36MM,187.5,140.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 4.5X46MM,187.5,140.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 4.5X42MM LCKNG,733.9,550.43
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 4.5X46MM LCKNG,733.9,550.43
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DFOS 4.5MMX4HL 90 DEG,15750,11812.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE ULNA PROX DORS 6HL LFT,3875,2906.25
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI 3.5MMX12MM W/2.7MM,192.9,144.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI 3.5MMX14MM W/2.7MM,192.9,144.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI 3.5MMX18MM W/2.7MM,192.9,144.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI 3.5MMX20MM W/2.7MM,192.9,144.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI 3.5MMX24MM W/2.7MM,192.9,144.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW F-TAP SM HEX 2.7X42MM,118.7,89.03
,CPTHCPCS,C1713,SURGICAL SERVICES,WIRE KIRSCHNER1.6X150MM TROCAR,44.5,33.38
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI 4 HOLE MED CP,302.5,226.88
,CPTHCPCS,C1713,SURGICAL SERVICES,NAIL FLEX 2.5 X 300MM RT SS,1417.9,1063.43
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.2 LOCKING 12MM,450,337.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.2 LOCKING 14MM,450,337.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.2 LOCKING 16MM,450,337.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PEG LOCKING SMOOTH 16MM,450,337.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE VOLAR BEARING 3HL LFT,4417.5,3313.13
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BIASED ANGLE 3.5 X 26MM,2588.8,1941.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW OASYS POLY XIA 3.5X18MM,2588.8,1941.6
,CPTHCPCS,C1713,SURGICAL SERVICES,CONNECTOR ROD TO ROD 3.5,2519.4,1889.55
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE OC ADI,11025,8268.75
,CPTHCPCS,C1713,SURGICAL SERVICES,HOOK LAMINAR RT 4.5MM,3870,2902.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE ADAPTION 0.7MM 8HL TI,1404.4,1053.3
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DISTAL HUMERUS 2.7MM 5HL,4281.7,3211.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTEX 3.5MM X 16MM,148.3,111.23
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTEX 2.7MM 24MM SLFTAP,183,137.25
,CPTHCPCS,C1713,SURGICAL SERVICES,HEAD FEMORAL VERSEY 36MM,4792.5,3594.38
,CPTHCPCS,C1713,SURGICAL SERVICES,BUTTON SUTURE 3.5MM 2HL,475,356.25
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE FEMORAL 5.0MM SS,3467.5,2600.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 4.0X35MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 4.0X40MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 5.0X40MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 5.0X55MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 5.0X60MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NUVASIVE 5.0X65MM,1262.3,946.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 7.0MM X 100MM SS,1382.8,1037.1
,CPTHCPCS,C1713,SURGICAL SERVICES,FOIL RESORB-X 1.0X52X52MM SM,3875.7,2906.78
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NEURO ULTRA LOW DBL Y,1376.8,1032.6
,CPTHCPCS,C1713,SURGICAL SERVICES,COVER BURR HOLE ULTRA LOW MED,1461.6,1096.2
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NEURO ULTRA LOW STR 2HL,463.3,347.48
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE 150 DEG X 3.5MM 3HL,4921.9,3691.43
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL TPNG 3.5X34MM,1353.8,1015.35
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL TPNG 3.5X36MM,1353.8,1015.35
,CPTHCPCS,C1713,SURGICAL SERVICES,ENDCAP ROUND 12MM SM,1818.7,1364.03
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LCP CLAVICLE 3.5MM 81MM,3297.9,2473.43
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW MMF 2.0 X 16 X 12MM TI,605.2,453.9
,CPTHCPCS,C1713,SURGICAL SERVICES,ANCHOR SUTURE BIO 2.9X12.5MM PUSHLOCK,1900,1425
,CPTHCPCS,C1713,SURGICAL SERVICES,BAND-LOC 5.5/6.0,3750,2812.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X28MM NONLCK,112.5,84.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X44MM NONLCK,112.5,84.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X60MM NONLCK,112.5,84.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X36MM LCKNG,623.5,467.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X60MM LCKNG,623.5,467.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X65MM LCKNG,623.5,467.63
,CPTHCPCS,C1713,SURGICAL SERVICES,CONNECTOR RRC TOP/SIDE 11MM,4165.7,3124.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW MONO 4.35 X 25MM TI,2612.5,1959.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW MONO 5.00 X 45MM TI,2612.5,1959.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLY 5 X 45MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLY 4.35 X 27MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLY 4.35 X 30MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,ROD COCR W/HEX 4.5 X 450,1068.8,801.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLYAXIAL 6.0 X 50MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLYAXIAL 6.0 X 35MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SYNCAGE CURVED 7MM TI,14812.5,11109.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM NON-LOCK 34MM,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM NON-LOCK 48MM,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 36MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL TPNG 3.5X30MM,1353.8,1015.35
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL TPNG 3.5X70MM,1353.8,1015.35
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DFOS 3.5MMX6HL 80 DEG,12750,9562.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 30MM 90DEG 5MM,3384.4,2538.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM LOCKING 42MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DFOS 3.5MMX4HL 90 DEG,12750,9562.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DFOS 3.5MMX4HL 90DEG 8MM,12750,9562.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 35MM 90DEG 10MM,3384.4,2538.3
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE COMPRESS LCKNG 2.7MM X 6HL,3407.9,2555.93
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT T10 2.7X8MM,300.9,225.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT T10 2.7X10MM,300.9,225.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG T10 2.7X8MM,1087.4,815.55
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG T10 2.7X10MM,1087.4,815.55
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG T10 2.7X20MM,1087.4,815.55
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN CANCELLOUS 4.0X55MM,1474.2,1105.65
,CPTHCPCS,C1713,SURGICAL SERVICES,STAPLE FUSEFORCE 15 X 15MM,5460,4095
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LEFORT 1.5MMX9.0MM LFT,1021.3,765.98
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LEFORT 1.5MMX9.0MM RT,1021.3,765.98
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE VA-LCP 2.4MM 3HL LFT,4530.3,3397.73
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG VARIABLE 2.4X26MM,613.9,460.43
,CPTHCPCS,C1713,SURGICAL SERVICES,ANCHOR BIOCMP SWIVELOCK C VENT,1900,1425
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 35MM 90DEG INF,6000.7,4500.53
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HALO FIXATION SZ 2.0X5MM,1301.5,976.13
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HALO FIXATION SZ 2.0X5MM,1301.5,976.13
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE 130 DEG X 4.5MM 4HL,5203.2,3902.4
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE FEMUR 3.5MMX10HL,4269.4,3202.05
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE FEMUR 3.5MMX12HL,4438.2,3328.65
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X26MM NONLCK,112.5,84.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 4.0X10MM NONLCK,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,MEDPOR TITAN 3D OF LFT SM,7796.3,5847.23
,CPTHCPCS,C1713,SURGICAL SERVICES,MEDPOR TITAN 3D OF RT SM,7796.3,5847.23
,CPTHCPCS,C1713,SURGICAL SERVICES,MEDPOR TITAN 3D OF LFF LG,7796.3,5847.23
,CPTHCPCS,C1713,SURGICAL SERVICES,MEDPOR TITAN 3D OF RT LG,7796.3,5847.23
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE VA-LCP 2.7/3.5X4HL RT,4358.7,3269.03
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DISTAL HUMERUS 121MM 2HL,4358.7,3269.03
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DISTAL HUMERUS 121MM 5HL,4358.7,3269.03
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 2.7MM LOCKING 22MM,641.1,480.83
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 2.7MM LOCKING 36MM,641.1,480.83
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DISTAL HUMERUS 72MM 1HL,4493.7,3370.28
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DISTAL HUMERUS 85MM 2HL,4493.7,3370.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 6.5MM X 45MM SS,1163.5,872.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 7.0MM X 100MM SS,1382.8,1037.1
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 56MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 3.5MM LOCKING 60MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE DIST TIBIAL 3.5MM 5HL RT,4612.5,3459.38
,CPTHCPCS,C1713,SURGICAL SERVICES,STAPLE FUSEFORCE 10 X 10MM,3926.3,2944.73
,CPTHCPCS,C1713,SURGICAL SERVICES,BUTTON ACL TIGHTROPE RT TI UHM,1662.5,1246.88
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X46MM NONLCK,112.5,84.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X30MM LCKNG,623.5,467.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTICAL 3.5X50MM LCKNG,623.5,467.63
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 90 DEG 50MM X 14MM,3473.5,2605.13
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG 3.5MMX10MM,605.7,454.28
,CPTHCPCS,C1713,SURGICAL SERVICES,DISTRACTOR EXTERNAL RED II,15420,11565
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI LCKNG VARIABLE 10MM,1154,865.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI LCKNG VARIABLE 12MM,1154,865.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI LCKNG VARIABLE 14MM,1154,865.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW PERI LCKNG VARIABLE 16MM,1154,865.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG VARIABLE 5.0X24MM,823.8,617.85
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG VARIABLE 5.0X85MM,823.8,617.85
,CPTHCPCS,C1713,SURGICAL SERVICES,IMPLANT CABLE W/ CRIMP 1.7MM,2226.3,1669.73
,CPTHCPCS,C1713,SURGICAL SERVICES,PIN POSITIONING THREADED 4.5MM,746,559.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 5.0 X 90MM LOCK SLF TAP,683.9,512.93
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NEURO ULTRA LOW 4HL,755.1,566.33
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE NEURO ULTRA LOW 8HL,1183,887.25
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LO STRAIGHT 20HL,919.2,689.4
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW ONEDRIVE 1.5X4MM,150,112.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW ONEDRIVE 1.5X3.35MM,150,112.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW ONEDRIVE 1.5X5MM,150,112.5
,CPTHCPCS,C1713,SURGICAL SERVICES,IMPLANT SUBTALAR MBA 9MM TI,6559.9,4919.93
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CROSSPIN CMF 1.7X5MM,291.8,218.85
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW ACUTRAK MICRO 30MM,2356,1767
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW MICRO 1.5MM X 15MM,207.5,155.63
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LOCKING 2.0 X 15MM TI,615.6,461.7
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LCP CLAVICLE 3.5MM 100MM,3481.2,2610.9
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LCP CLAVICLE 3.5MM 91MM,3571.4,2678.55
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 1.0MM X 2MM SLF DRILL,1837.6,1378.2
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 1.0MM X 3MM SLF DRILL,1837.6,1378.2
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW EMERGENCY 1.2MM X 3MM TI,1837.6,1378.2
,CPTHCPCS,C1713,SURGICAL SERVICES,DISTRACTION PIN 2.0 X 121MM,1812.1,1359.08
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HALO FIXATION TTL 45MM,1301.5,976.13
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LO L-SHAPE 9HL RT,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI LO 2.0X4MM 9HL,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LC-DCP 2.7MM 4 HOLE,629.5,472.13
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LC-DCP 2.7MM 5 HOLE,652.8,489.6
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LC-DCP 2.7MM 8 HOLE,742.1,556.58
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LC-DCP 2.7MM 9 HOLE,761.6,571.2
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LC-DCP 2.7MM 10 HOLE,808.2,606.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE 25MM 90DEG 5MM 3HL,3384.4,2538.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW POLYAXIAL 4.35 X 35MM TI,2850,2137.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW SAI POLY 9.0 X 90MM TI,3750,2812.5
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE O PEDI 20MM SS,1656.6,1242.45
,CPTHCPCS,C1713,SURGICAL SERVICES,STAPLE FUSEFORCE 8 X 8MM,3926.3,2944.73
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE VA-LCP CLAVICLE 10HL LAT,3571.4,2678.55
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 6.5MM X 55MM SS,1163.5,872.63
,CPTHCPCS,C1713,SURGICAL SERVICES,PIN STEINMAN 5.0X200MM THRD,598.5,448.88
,CPTHCPCS,C1713,SURGICAL SERVICES,PIN STEINMAN 4.5X225MM THRD,598.5,448.88
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW SCHANZ SPADE 4.0X150MM,376.3,282.23
,CPTHCPCS,C1713,SURGICAL SERVICES,CAP PROTECTIVE PIN 4.5MM,206.6,154.95
,CPTHCPCS,C1713,SURGICAL SERVICES,CAP PROTECTIVE PIN 5.0MM,206.6,154.95
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LCP CLAVICLE 3.5MM 85MM,3391.2,2543.4
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LCP CLAVICLE 3.5MM 100MM,3481.2,2610.9
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORT 1.7 X 10MM SELF TAP,260.4,195.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BONE PIN 2.0 X 16MM,249.4,187.05
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BONE PIN 2.0 X 8MM,299.1,224.33
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BONE PIN 2.0 X 10MM,299.1,224.33
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW BONE PIN 2.0 X 20MM,299.1,224.33
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BP STR NO BAR 4HL,621.4,466.05
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LEFORT I 6MM X 11HL LFT,1555.8,1166.85
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE LEFORT I 4MM X 11HL RT,1496.2,1122.15
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW INCREASE PROF 2.0X4MM MP,752.4,564.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW INCREASE PROF 2.0X5MM MP,752.4,564.3
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW INCREASE PROF 2.0X6MM MP,752.4,564.3
,CPTHCPCS,C1713,SURGICAL SERVICES,BUTTON ACL TIGHTROPE RT DBL,1757.5,1318.13
,CPTHCPCS,C1713,SURGICAL SERVICES,ANCHOR SUTURE BIO 2.9X15.5MM,1900,1425
,CPTHCPCS,C1713,SURGICAL SERVICES,DART CHONDRAL 1.3X18MM,574.8,431.1
,CPTHCPCS,C1713,SURGICAL SERVICES,CANCELLOUS CUBES 30CC 10X10MM,1968.9,1476.68
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW SAI POLY 10.0 X 90MM TI,3750,2812.5
,CPTHCPCS,C1713,SURGICAL SERVICES,BUTTON DOG BONE,1662.5,1246.88
,CPTHCPCS,C1713,SURGICAL SERVICES,NAIL TRIGEN 11.5 X 46MM LFT,8808.3,6606.23
,CPTHCPCS,C1713,SURGICAL SERVICES,NAIL TRIGEN 11.5 X 46MM RT,8808.3,6606.23
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI L-SHAPE RT 3MM 2HL,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI L-SHAPE RT 4MM 3HL,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HEX ZURICH 1.5X5MM,845.5,634.13
,CPTHCPCS,C1713,SURGICAL SERVICES,DISTRACTOR MAX 30MM 21HL LFT,14094.5,10570.88
,CPTHCPCS,C1713,SURGICAL SERVICES,DISTRACTOR MAX 30MM 21HL RT,14094.5,10570.88
,CPTHCPCS,C1713,SURGICAL SERVICES,ACTIVATOR ARM RIGID 25MM,3557.8,2668.35
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BLADE CHLD 90 DEG 45MM,3384.4,2538.3
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE CONNECTION SHORT 35 MM 2HL,627,470.25
,CPTHCPCS,C1713,SURGICAL SERVICES,CUBE RANCHO 1HL,952.2,714.15
,CPTHCPCS,C1713,SURGICAL SERVICES,CUBE RANCHO 2HL,1093.6,820.2
,CPTHCPCS,C1713,SURGICAL SERVICES,CONNECTOR EXTENDED SHORT 30MM,744.8,558.6
,CPTHCPCS,C1713,SURGICAL SERVICES,BOLT CONNECTION 12MM,46.9,35.18
,CPTHCPCS,C1713,SURGICAL SERVICES,RING FULL FRAME 105MM BLUE,8400,6300
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CANN 7.0MM X 80MM SS,1382.8,1037.1
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NCB 5.0X28MM,827.9,620.93
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NCB 5.0X30MM,827.9,620.93
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW NCB 5.0X32MM,827.9,620.93
,CPTHCPCS,C1713,SURGICAL SERVICES,CAP SCREW NCB LOCKING,757.4,568.05
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE SHAFT STR NRW NCB 146MM,2941.4,2206.05
,CPTHCPCS,C1713,SURGICAL SERVICES,WIRE KIRSCHNER 2.0X280MM TROCAR,118.7,89.03
,CPTHCPCS,C1713,SURGICAL SERVICES,PASTE CALCIGEN-S 10G,3562.5,2671.88
,CPTHCPCS,C1713,SURGICAL SERVICES,DISTRACTOR WILLIAMS MID 25MM,14075.3,10556.48
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW ONEDRIVE 1.8X5MM,150,112.5
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW MMF 2.0 X 12 X 8MM TI,605.2,453.9
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MICRO L-SHAPE 1.5 LFT 7HL,669.8,502.35
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI L-SHAPE RT 0.6MM,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI L-SHAPE LFT LONG 0.6MM,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE MINI LP 0.6MM 6HL 90DEG,596.2,447.15
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HEXALOBE 3.5X10MM LCKNG,669.8,502.35
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW HEXALOBE 3.5X10MM NONLCK,420,315
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE BONE 0.8MM 9HL LFT,1132.5,849.38
,CPTHCPCS,C1713,SURGICAL SERVICES,PLATE TIB ANT DIST 3.5MM 4HL LFT,4612.5,3459.38
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM NON-LOCK 44MM,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM NON-LOCK 56MM,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW 3.5MM NON-LOCK 58MM,168.8,126.6
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG 5.0MM X 28MM TI ST,1033.6,775.2
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG 5.0MM X 34MM TI ST,1033.6,775.2
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW LCKNG 5.0MM X 38MM TI ST,1033.6,775.2
,CPTHCPCS,C1713,SURGICAL SERVICES,SCREW CORTEX 2.4MM 11MM SLFTAP,270,202.5
